name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
Cozy private room in beautiful apt ,Brooklyn,Midwood,40.6251,-73.96163,Private room,40,15,1,2014-11-03,0.02,1,0
Lovely 1BR in Ft. Greene,Brooklyn,Fort Greene,40.6888,-73.97635,Entire home/apt,85,2,1,2016-10-22,0.03,1,0
Sun Soaked & Cozy PR Williamsburg,Brooklyn,Williamsburg,40.71007,-73.95653,Private room,99,3,19,2019-07-06,0.33,3,354
Classic UWS 1 Bed in Doorman Bldg,Manhattan,Upper West Side,40.78085,-73.98471,Entire home/apt,250,1,0,,,1,0
HUGE Room in an AMAZING Location!,Manhattan,Lower East Side,40.71906,-73.98433,Private room,79,9,5,2016-08-15,0.09,1,0
Northside Williamsburg Private Bdrm,Brooklyn,Williamsburg,40.72022,-73.96055,Private room,60,3,5,2016-05-19,0.1,1,0
PRIVATE 1BR APT: Free WIFI & DIRECT TV,Brooklyn,Bedford-Stuyvesant,40.6805,-73.93775,Entire home/apt,115,3,131,2019-06-22,2.27,2,241
"Room in 2br apt Location by N,W,M60bus,Beer Garden",Queens,Ditmars Steinway,40.77375,-73.91646,Private room,90,3,17,2019-06-30,0.31,1,340
Trendy Bushwick neighborhood,Brooklyn,Bushwick,40.70732,-73.91926,Private room,65,1,32,2015-11-10,0.55,1,188
#1 Superhost Special Offer in NYC!,Brooklyn,Bedford-Stuyvesant,40.6956,-73.94827,Private room,65,1,357,2019-06-22,6.19,4,321
MODERN AND COZY FLAT w/ BACKYARD,Manhattan,Harlem,40.80849,-73.9446,Entire home/apt,131,3,10,2019-07-01,0.27,1,12
"Clean, Bright 1BD in Bushwick!",Brooklyn,Bushwick,40.69917,-73.93146,Entire home/apt,150,1,3,2016-01-02,0.05,1,0
Private room in artist's loft!,Brooklyn,Williamsburg,40.7095,-73.94945,Private room,55,2,86,2019-06-11,1.49,2,38
Luxe New Queen Br near Subways,Brooklyn,Crown Heights,40.67412,-73.93833,Private room,70,5,92,2019-07-06,1.58,5,148
Cozy one bedroom apt at the center of Astoria,Queens,Astoria,40.75637,-73.92132,Entire home/apt,160,2,1,2017-07-03,0.04,1,0
Your Own 2-Bd ~ Comfortable and Unique ~ Bed-Stuy,Brooklyn,Bedford-Stuyvesant,40.6942,-73.95269,Entire home/apt,95,7,69,2018-12-07,1.79,2,0
Lovely Apartment in Harlem West,Manhattan,Harlem,40.81619,-73.94003,Entire home/apt,99,3,5,2016-07-02,0.09,1,0
Spacious Soho Loft,Manhattan,SoHo,40.7244,-73.99763,Entire home/apt,500,3,3,2015-05-05,0.05,1,0
Bushwick BR/Private Bathroom,Brooklyn,Bushwick,40.69358,-73.91914,Private room,35,15,1,2016-04-15,0.03,1,0
Quiet bedroom in a waste free household,Queens,Ridgewood,40.7078,-73.90177,Private room,50,21,38,2018-09-30,0.76,2,245
"Modern Private Entrance Bedroom, Nr A/C Subways",Brooklyn,Crown Heights,40.67599,-73.93995,Private room,77,5,108,2019-06-28,2.14,5,129
Lofty Living: Heart of Williamsburg,Brooklyn,Williamsburg,40.71961,-73.95837,Entire home/apt,380,3,105,2019-06-30,1.82,2,264
Cozy victorian peace of mind ,Brooklyn,Flatbush,40.64251,-73.9597,Private room,65,30,0,,,2,365
luxury one bedroom apt in prime LES location,Manhattan,Lower East Side,40.71814,-73.98411,Entire home/apt,150,60,9,2019-03-27,0.16,1,210
"HUGE 1BD, RENOVATED, TIME SQUARE !!",Manhattan,Hell's Kitchen,40.76239,-73.99227,Entire home/apt,125,30,0,,,52,331
BedStuy Brooklyn Charm Awaits U - 3BR Apt,Brooklyn,Bedford-Stuyvesant,40.68312,-73.92507,Entire home/apt,199,3,82,2019-07-07,1.78,2,269
WilliamsburgBrooklynPrivateBedroom,Brooklyn,Williamsburg,40.70969,-73.96225,Private room,150,1,12,2019-06-02,0.21,1,180
Charming West Village 1 bdrm,Manhattan,West Village,40.73314,-74.00475,Entire home/apt,145,3,11,2019-04-08,0.34,1,0
Cozy Room for 1,Brooklyn,Crown Heights,40.67196,-73.93824,Private room,70,7,20,2016-01-21,0.35,1,364
"Colorful apt, 25 mins to Manhattan",Brooklyn,Bedford-Stuyvesant,40.68454,-73.93178,Entire home/apt,120,30,131,2019-01-07,2.29,1,336
SPRING in the City!! Zen-Style Tranquil Bedroom,Manhattan,Harlem,40.80606,-73.95061,Private room,86,3,34,2019-05-23,1.0,1,359
Beautiful Studio in posh Upper East,Manhattan,Upper East Side,40.7661,-73.9573,Entire home/apt,139,2,160,2019-06-27,2.76,1,248
Great Deal.,Brooklyn,Bay Ridge,40.62433,-74.02892,Private room,85,2,1,2015-05-09,0.02,1,0
UPPER EAST Landmark Blding:Walk to Central Park,Manhattan,Upper East Side,40.77065,-73.95064,Entire home/apt,94,30,15,2016-02-21,0.26,1,309
"Cozy, charming private apt in Brooklyn",Brooklyn,Bedford-Stuyvesant,40.69389,-73.93058,Entire home/apt,116,2,148,2019-06-16,2.56,1,0
Spacious Bedroom in a Brooklyn House,Brooklyn,Prospect-Lefferts Gardens,40.66018,-73.96005,Private room,72,1,229,2019-06-24,3.94,1,20
Gorgeous Park Slope Space & Light,Brooklyn,Park Slope,40.67925,-73.97463,Entire home/apt,95,4,0,,,2,0
Cool room while I'm away!,Brooklyn,Bedford-Stuyvesant,40.69525,-73.93768,Private room,100,1,0,,,1,0
Spacious 2 story Apt in Midtown!!,Manhattan,Murray Hill,40.74643,-73.97536,Entire home/apt,200,1,1,2014-10-27,0.02,1,0
Private+Cozy Room w/ Superhost ($0 Cleaning Fee)!,Brooklyn,Bushwick,40.69233,-73.90579,Private room,72,1,360,2019-07-07,6.22,1,66
Idealistic Inwood,Manhattan,Inwood,40.86496,-73.9262,Entire home/apt,100,3,15,2018-01-02,0.27,1,0
Unique Full-Floor 2br/2bath in the Heart of SoHo,Manhattan,SoHo,40.72149,-73.99815,Entire home/apt,900,3,10,2018-12-30,0.17,1,0
Clean private room in safe area near Manhattan,Queens,Sunnyside,40.74944,-73.91361,Private room,80,2,76,2019-06-24,1.31,2,102
Artist's Studio Apartment,Brooklyn,Greenpoint,40.72401,-73.94016,Entire home/apt,75,2,0,,,1,0
Stylish 1 BedRoom very quiet Upper East Side Apt!,Manhattan,Upper East Side,40.76169,-73.95682,Entire home/apt,92,4,179,2019-06-17,3.14,1,245
"Manhattan 1-Bedroom, East Village",Manhattan,East Village,40.72956,-73.98275,Entire home/apt,160,3,0,,,1,0
Large and furnished,Brooklyn,Midwood,40.62735,-73.95704,Private room,50,7,7,2016-07-31,0.12,1,364
Greenwich Village Living!,Manhattan,East Village,40.73062,-73.99122,Entire home/apt,350,2,0,,,1,0
Park Slope's - Pied à Terre (1-Bedroom Apt),Brooklyn,South Slope,40.6656,-73.98575,Entire home/apt,135,2,128,2019-04-24,2.23,1,245
Sunny 1 Bedroom -Financial District,Manhattan,Financial District,40.70956,-74.01341,Entire home/apt,160,7,3,2015-01-03,0.05,1,0
1 Br Near Empire State Building,Manhattan,Kips Bay,40.7444,-73.98031,Entire home/apt,270,1,0,,,1,0
The White House,Brooklyn,Bedford-Stuyvesant,40.6789,-73.94001,Entire home/apt,129,1,223,2019-06-20,3.91,1,230
Prime W. Village location 1 bdrm,Manhattan,Greenwich Village,40.73293,-73.99782,Entire home/apt,180,1250,2,2014-11-09,0.03,1,365
Charming Soho One Bedroom + Loft,Manhattan,NoHo,40.72577,-73.99337,Entire home/apt,350,2,0,,,2,0
Private Room in Brooklyn,Brooklyn,Williamsburg,40.71564,-73.95107,Private room,75,1,10,2016-04-19,0.17,1,0
Spacious  South Slope apartment,Brooklyn,Sunset Park,40.66423,-73.99565,Entire home/apt,119,5,6,2015-12-27,0.11,1,0
Clean and Huge Studio in Safe Area,Staten Island,Tompkinsville,40.63481,-74.09591,Entire home/apt,99,7,35,2019-05-30,0.61,1,326
Spacious Artist's Studio,Brooklyn,Prospect-Lefferts Gardens,40.66066,-73.95965,Entire home/apt,120,1,4,2015-05-03,0.07,1,0
Sweet Luxe Bed w/Private Backyard,Brooklyn,Crown Heights,40.67417,-73.94028,Private room,73,5,102,2019-07-06,1.88,5,147
Bright Private Apartment w/ Manhattan Views,Brooklyn,Fort Greene,40.68526,-73.97154,Entire home/apt,500,7,11,2018-07-31,0.2,2,173
,Manhattan,Greenwich Village,40.73473,-73.99244,Entire home/apt,225,1,1,2015-01-01,0.02,1,0
"Beautiful, Spacious Brooklyn Home ",Brooklyn,Prospect-Lefferts Gardens,40.66302,-73.95198,Entire home/apt,275,3,3,2015-01-01,0.05,1,0
Simple Astoria Room 20minToManhattan,Queens,Ditmars Steinway,40.76989,-73.90735,Private room,50,1,127,2019-06-20,2.25,5,52
LowerEastSide apt share shortterm 3,Manhattan,Lower East Side,40.71329,-73.99047,Shared room,40,1,88,2019-05-19,1.53,4,197
Cozy and Vibey Apt in Williamsburg,Brooklyn,Williamsburg,40.71543,-73.94159,Entire home/apt,115,2,3,2015-01-04,0.05,1,0
Cozy hideaway,Bronx,Kingsbridge,40.88399,-73.89502,Entire home/apt,110,2,0,,,1,0
Sunlit Private Room / Spacious Pre-War Apartment,Brooklyn,Crown Heights,40.67658,-73.9444,Private room,100,1,0,,,2,83
Stay in the heart of Williamsburg!,Brooklyn,Williamsburg,40.71722,-73.95862,Entire home/apt,150,2,4,2015-11-16,0.07,1,0
Penthouse w/Terrace Williamsburg,Brooklyn,Greenpoint,40.72309,-73.93767,Entire home/apt,200,3,95,2019-06-26,1.65,1,358
1 Bedroom Apartment in Washington Heights - Summer,Manhattan,Washington Heights,40.84261,-73.93771,Entire home/apt,75,7,1,2018-08-12,0.09,1,0
Beautiful Apartment in Bushwick/Ridgewood,Queens,Ridgewood,40.70729,-73.91697,Entire home/apt,98,2,157,2019-07-05,2.73,1,15
Urban Jungle Garden Duplex,Brooklyn,Bedford-Stuyvesant,40.68266,-73.91971,Entire home/apt,199,2,222,2019-07-04,3.92,2,238
Central One Bedroom Manhattan Apt,Manhattan,Harlem,40.81422,-73.94844,Entire home/apt,109,2,11,2016-10-03,0.19,1,0
"Sunny, small apartment near Central Park-Columbia",Manhattan,Harlem,40.80653,-73.95194,Entire home/apt,110,4,26,2019-06-24,0.45,1,14
Special OFFER on Airbnb NYC Room!,Brooklyn,Bedford-Stuyvesant,40.69527,-73.94786,Private room,59,1,350,2019-06-24,6.05,4,328
"Bushwick Brooklyn NYC Apt, with LG kitchen & yard!",Brooklyn,Bushwick,40.70071,-73.92913,Entire home/apt,95,2,19,2019-05-27,0.44,2,172
"Clean/Quiet Apt, Great Location, with washer/dryer",Manhattan,Chelsea,40.74588,-74.00055,Entire home/apt,159,1,202,2019-06-19,3.53,1,234
Spacious & Bright: 1 BR Midtown!,Manhattan,Midtown,40.75576,-73.96548,Entire home/apt,225,1,10,2018-08-22,0.18,1,0
Brooklyn - Boerum Hill Beauty,Brooklyn,Boerum Hill,40.68449,-73.98524,Entire home/apt,195,2,116,2019-07-03,2.02,1,260
Lovely Astoria Studio-close to NYC!,Queens,Astoria,40.76273,-73.90579,Entire home/apt,96,1,196,2019-07-07,3.44,1,316
Cute Studio in Trendy Neighborhood,Brooklyn,Clinton Hill,40.68275,-73.96542,Entire home/apt,73,2,7,2018-08-13,0.13,1,0
W. 80's Central Park 3 Blocks Walk,Manhattan,Upper West Side,40.78883,-73.97616,Private room,88,1,319,2019-06-25,5.6,2,251
Private 1 bedroom in Williamsburg,Brooklyn,Williamsburg,40.70013,-73.95165,Entire home/apt,90,2,3,2016-05-24,0.05,1,0
Bright Top Floor Apartment In The Heart Of BK,Brooklyn,Crown Heights,40.6721,-73.95372,Entire home/apt,99,5,16,2018-12-06,0.28,1,0
Amazing View in East Williamsburg ,Brooklyn,Williamsburg,40.71752,-73.94187,Shared room,150,1,0,,,1,0
Cozy Bedroom,Brooklyn,Bedford-Stuyvesant,40.68724,-73.94218,Private room,35,2,11,2019-06-02,0.81,2,11
New York I Love You 7 Bedrooms,Brooklyn,Bedford-Stuyvesant,40.68542,-73.95184,Entire home/apt,1050,3,121,2019-06-10,2.19,1,327
Park Slope perfectly renovated 1BR+,Brooklyn,South Slope,40.66752,-73.98892,Entire home/apt,175,2,76,2019-07-01,1.33,1,308
Cozy Home w/Private Garden&Hot Tub!,Manhattan,Chelsea,40.74724,-74.00355,Entire home/apt,395,4,73,2018-01-03,1.27,1,2
"Big 2BR, just minutes to Manhattan!",Queens,Woodside,40.7426,-73.90706,Entire home/apt,195,3,124,2019-06-26,2.2,1,305
Super Clean Newly Furnished in Prime Bay Ridge,Brooklyn,Bay Ridge,40.62605,-74.03014,Private room,49,10,7,2019-03-05,0.14,1,281
Studio Apartment ,Manhattan,Upper East Side,40.77065,-73.95163,Entire home/apt,150,1,0,,,1,0
Beautiful Oasis,Manhattan,Upper West Side,40.78278,-73.97437,Entire home/apt,250,1,1,2015-11-01,0.02,1,0
Huge Loft in Brooklyn 15 mins from Manhattan,Brooklyn,Williamsburg,40.7068,-73.93772,Entire home/apt,150,4,17,2019-06-08,0.3,1,170
looking for someone to stay 12days,Manhattan,Upper West Side,40.77715,-73.98235,Entire home/apt,260,1,0,,,1,0
Elegant furnished 1BR apartment,Queens,Flushing,40.73303,-73.79736,Entire home/apt,100,7,9,2019-06-28,0.16,1,268
Charming Bedroom Bright and Cozy A2,Manhattan,East Harlem,40.78627,-73.94316,Private room,55,30,4,2018-08-27,0.07,9,339
Central 2 Bedroom in Chelsea,Manhattan,Chelsea,40.74366,-73.99721,Entire home/apt,275,3,1,2016-07-07,0.03,1,0
nice apt in west village,Manhattan,West Village,40.73408,-74.0057,Private room,110,1,0,,,1,0
"Spacious, elegant home in Brooklyn",Brooklyn,Clinton Hill,40.69191,-73.96624,Entire home/apt,150,3,0,,,1,0
Small Private Studio!,Brooklyn,Bushwick,40.69108,-73.91443,Private room,80,2,129,2019-06-16,2.24,1,346
Private Studio Apartment ,Queens,Jamaica,40.6852,-73.7962,Entire home/apt,89,1,352,2019-06-16,6.1,1,359
Floor Through East Village Lux Apt,Manhattan,East Village,40.72685,-73.98638,Entire home/apt,280,2,92,2019-07-04,1.59,1,173
Private Bedroom in Large Apartment,Queens,Woodside,40.74808,-73.90404,Private room,100,1,0,,,1,0
Quiet room in Greenpoint,Brooklyn,Greenpoint,40.73235,-73.95106,Private room,80,2,0,,,1,0
Best Bedroom in Bedstuy/Bushwick. Ensuite bathroom,Brooklyn,Bedford-Stuyvesant,40.69496,-73.93949,Private room,70,1,110,2019-06-23,1.96,1,323
Sunny and Funky Greenpoint Room,Brooklyn,Greenpoint,40.73093,-73.95332,Private room,75,1,1,2015-07-10,0.02,1,0
Williamsburg Beauty,Brooklyn,Williamsburg,40.71295,-73.9623,Private room,80,1,52,2019-05-27,1.12,1,297
Very clean/comfortable shared room,Manhattan,Washington Heights,40.8544,-73.93091,Shared room,41,1,1,2015-06-05,0.02,1,0
Sunny & quiet 2BR in great location,Manhattan,West Village,40.73545,-74.00097,Entire home/apt,195,4,1,2014-12-27,0.02,1,0
W70s Lg. Studio with outdoor space,Manhattan,Upper West Side,40.77881,-73.97726,Entire home/apt,250,2,5,2015-11-27,0.11,1,0
BEST LOCATION in MANHATTAN!,Manhattan,East Village,40.73175,-73.98756,Entire home/apt,96,1,198,2019-06-21,3.47,1,169
Perfect Private Room in Luxury Bldg w/Gym/Rooftop,Manhattan,Financial District,40.70948,-74.00654,Private room,98,7,23,2019-06-01,0.55,1,116
Newly-Renovated 2BR/1BTH Garden Apt,Brooklyn,Bushwick,40.69271,-73.92535,Entire home/apt,140,4,120,2019-06-10,2.09,1,100
Williamsburg Penthouse w/ Balcony,Brooklyn,Williamsburg,40.70028,-73.95439,Private room,99,1,0,,,1,0
Charming West Village Apartment ,Manhattan,West Village,40.73539,-74.00818,Entire home/apt,175,2,105,2019-05-04,1.88,1,276
Charming Studio in the Heart of NYC,Manhattan,Upper West Side,40.78245,-73.98163,Entire home/apt,120,6,5,2016-04-21,0.09,1,0
Large Room@ColumbiaUniversity/15min toTime Square,Manhattan,Morningside Heights,40.8049,-73.96558,Private room,89,1,46,2019-07-05,1.33,1,363
Private bedroom in Bushwick,Brooklyn,Bushwick,40.69863,-73.91235,Private room,90,3,0,,,1,0
Charming Brownstone Apt Fort Greene,Brooklyn,Fort Greene,40.68796,-73.97735,Entire home/apt,178,3,11,2019-07-02,0.24,1,32
Appartement en duplex de 3 chambres,Brooklyn,Crown Heights,40.67027,-73.94033,Entire home/apt,210,6,27,2019-05-02,0.47,1,302
"Charming, private 1BR garden apt",Manhattan,Harlem,40.81774,-73.94595,Entire home/apt,150,4,82,2019-05-22,1.53,1,46
Cozy place in Uptown Manhattan,Manhattan,Harlem,40.80936,-73.94454,Entire home/apt,149,2,82,2019-06-05,1.43,1,215
Beautiful 1 Bedroom in Midtown West,Manhattan,Hell's Kitchen,40.76443,-73.99184,Entire home/apt,225,3,2,2015-01-03,0.03,1,0
Columbus Circle and Park Views,Manhattan,Upper West Side,40.7681,-73.98377,Entire home/apt,2695,1,0,,,1,0
"Upscale, JFK/Beach, modern 1BR apt.",Queens,Howard Beach,40.65443,-73.84605,Entire home/apt,63,30,2,2014-10-11,0.03,1,362
Columbus Circle 2br,Manhattan,Hell's Kitchen,40.76842,-73.98589,Entire home/apt,150,1,0,,,1,0
LOVELY GARDEN APT FOR 2 TO 4,Brooklyn,Crown Heights,40.67566,-73.93944,Entire home/apt,106,3,15,2019-04-22,0.26,1,0
Fort Greene - Parlor One Bed,Brooklyn,Fort Greene,40.68562,-73.9693,Entire home/apt,165,10,36,2019-06-25,0.63,4,328
Nice room available in modern Apt.,Brooklyn,Crown Heights,40.67009,-73.9329,Private room,75,2,25,2016-10-09,0.43,3,365
Location Little Marcela,Queens,Astoria,40.76496,-73.91169,Private room,39,31,5,2018-01-26,0.1,18,310
Location Lucy ( only female ),Queens,Astoria,40.75896,-73.9153,Private room,39,30,13,2018-09-09,0.26,18,341
Ladies Shared Dorm Room (Top Bunk),Brooklyn,Bedford-Stuyvesant,40.68676,-73.95801,Shared room,30,2,13,2019-07-01,0.37,3,339
Large private room in huge LES Apt,Manhattan,Lower East Side,40.72156,-73.98712,Private room,70,1,2,2015-06-10,0.03,1,0
Cozy brownstone bed & bath; pvt.ent,Manhattan,East Harlem,40.79608,-73.93819,Private room,100,3,140,2019-07-06,2.45,1,66
Cozy One Bedroom Apt - Astoria,Queens,Astoria,40.76369,-73.92291,Entire home/apt,125,2,112,2018-06-18,1.94,2,0
Very nice studio 15 mins to the heart of Manhattan,Queens,Astoria,40.76386,-73.91002,Entire home/apt,110,3,3,2019-01-07,0.05,1,342
Huge 2.5 bdrm in North Brooklyn!,Brooklyn,Greenpoint,40.73527,-73.95398,Entire home/apt,145,2,7,2016-08-16,0.13,2,0
Private bedroom in Hell's Kitchen,Manhattan,Upper West Side,40.76845,-73.9832,Private room,112,3,126,2019-07-01,2.92,1,230
New Private Bathroom Master Bedroom,Brooklyn,Bedford-Stuyvesant,40.6869,-73.92254,Private room,69,1,121,2019-06-22,2.68,3,286
UPPER EAST SIDE DOORMAN BUILDING,Manhattan,Upper East Side,40.76751,-73.96309,Entire home/apt,300,4,57,2016-11-28,1.08,1,0
Wyndham 45 Midtown NYC,Manhattan,Midtown,40.75195,-73.97191,Private room,260,2,1,2016-05-17,0.03,1,177
Spacious and cosy private room.,Queens,Ridgewood,40.70439,-73.91111,Private room,49,2,37,2019-05-28,0.73,2,298
Modern XL Tribeca apt with terrace ,Manhattan,Tribeca,40.71743,-74.00623,Entire home/apt,215,2,23,2017-04-12,0.4,1,187
Garden Oasis Apartment - 2 bedroom,Manhattan,East Harlem,40.80751,-73.94097,Entire home/apt,200,3,162,2019-06-15,2.84,1,208
Two room suite for rent in Bushwick,Brooklyn,Bushwick,40.69341,-73.92266,Entire home/apt,100,15,0,,,1,0
Harlem Getaway Jazz Mansion,Manhattan,Harlem,40.80469,-73.94594,Entire home/apt,1000,3,38,2019-06-09,0.72,1,270
"Great location, great value",Manhattan,Chelsea,40.75238,-73.9945,Entire home/apt,120,3,18,2018-01-03,0.31,1,0
5Bedroom Manhattan townhome triplex,Manhattan,Harlem,40.83048,-73.9437,Entire home/apt,310,1,64,2019-07-07,1.32,2,7
Private Room in a Spacious & Bright Apartment,Brooklyn,Gowanus,40.67044,-73.99157,Private room,70,4,91,2018-12-29,3.64,1,0
"Bright, Spacious Wburg APT w/ VIEW!",Brooklyn,Williamsburg,40.71484,-73.96742,Entire home/apt,195,2,57,2019-06-24,0.99,1,15
The Jewel of Crown Heights- Franklin Ave {NEW},Brooklyn,Crown Heights,40.67484,-73.95751,Entire home/apt,110,2,32,2019-06-13,0.56,1,264
Midtown NYC Studio Apartment 4E,Manhattan,Midtown,40.75062,-73.98247,Entire home/apt,75,30,13,2019-01-17,0.23,14,167
M1 Twin couch bed sleeps 1 guest,Bronx,Clason Point,40.81231,-73.85535,Shared room,45,1,7,2019-07-01,0.14,7,365
The Lower East Side Experience,Manhattan,Lower East Side,40.72184,-73.98755,Entire home/apt,165,3,23,2019-05-27,0.41,1,0
Spacious Scandi-inspired apt in private house,Queens,Ridgewood,40.70463,-73.90132,Entire home/apt,150,2,77,2019-06-09,1.5,1,24
"Cozy/spacious 3bd, room for rent",Brooklyn,Prospect-Lefferts Gardens,40.65681,-73.9484,Private room,80,1,2,2014-11-09,0.03,1,0
Pure Serenity 1BR in the Lower East Side,Manhattan,Lower East Side,40.71912,-73.9863,Entire home/apt,180,2,122,2019-07-01,2.15,2,362
Clean Room by Metro/Subway -15mns to Manhattan,Brooklyn,Bedford-Stuyvesant,40.68206,-73.95441,Private room,80,2,100,2019-06-27,1.73,3,365
"Lovely, light-filled Bushwick flat",Brooklyn,Bushwick,40.70741,-73.92239,Private room,60,3,2,2016-06-22,0.04,1,0
Can't Beat this Central Location!,Manhattan,Greenwich Village,40.73341,-73.99489,Entire home/apt,149,1,26,2016-07-31,0.45,1,0
A Superhost SALE! DELUXE Room!,Brooklyn,Bedford-Stuyvesant,40.69724,-73.94914,Private room,53,1,351,2019-06-24,6.09,4,0
Spacious 1 BR & terrace on 19th floor viewing NYC,Manhattan,Kips Bay,40.74092,-73.97817,Entire home/apt,200,7,9,2019-01-05,0.16,1,291
BRIGHT BEAUTIFUL CHELSEA APT,Manhattan,Chelsea,40.74305,-73.99733,Entire home/apt,160,2,79,2019-06-06,1.38,1,108
Homey East Village Private Bedroom ,Manhattan,East Village,40.72833,-73.98917,Private room,199,1,0,,,1,0
LES/Chinatown One Bedroom apt (all to yourself),Manhattan,Lower East Side,40.71281,-73.99174,Entire home/apt,140,1,16,2019-04-06,0.28,1,0
Two bedroom in Prime East Village,Manhattan,East Village,40.73045,-73.98392,Entire home/apt,199,4,8,2018-12-14,0.19,2,232
1 Bedroom in Greenwich Village!,Manhattan,Greenwich Village,40.73032,-73.99976,Entire home/apt,190,1,43,2019-07-01,0.75,1,3
"LG GARDEN Apt ON Sunset Park,  on41ST near 6th Ave",Brooklyn,Sunset Park,40.65031,-74.00239,Entire home/apt,125,2,51,2019-07-01,0.89,1,351
"New Apt near Central Park, Broadway, Museums",Manhattan,Upper East Side,40.76051,-73.96083,Entire home/apt,145,3,62,2019-05-28,1.1,1,50
Cozy 1BD on historic Stuyvesant St.,Manhattan,East Village,40.73046,-73.98808,Entire home/apt,150,3,1,2014-11-14,0.02,1,0
"Comfy Rm, Hallway Bath, Forest Hills",Queens,Forest Hills,40.7269,-73.83952,Private room,95,2,42,2019-05-09,0.74,3,334
Private room in Bushwick Loft,Brooklyn,Williamsburg,40.70407,-73.93562,Private room,100,1,0,,,1,0
Beautiful  brownstone room,Brooklyn,Crown Heights,40.67391,-73.9472,Private room,99,1,74,2019-06-09,1.34,3,290
Bright Apt Williamsburg-Greenpoint,Brooklyn,Greenpoint,40.7223,-73.94938,Entire home/apt,130,1,43,2019-05-05,0.84,1,0
"Bedroom, balcony and best of NY.",Brooklyn,Williamsburg,40.71613,-73.95336,Private room,56,1,1,2014-10-26,0.02,1,0
Welcome to my home,Manhattan,Greenwich Village,40.73175,-73.99518,Entire home/apt,450,1,1,2015-01-03,0.02,1,0
